"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","mode","key","c","c_number_db","d","d_number_eb","e","f","f_number_gb","g","g_number_ab","a","a_number_bb","b","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","playlist","track_name"
-0.0405098958739029,1.47862871472167,1.59993466024094,-1.61973636489626,-0.630195294295262,-0.161949772455704,1.20354351800971,0.940500076742344,-0.721004317395368,1.12026353563843,0.982155752037243,0.338991468175653,1.18389697966238,0.283566038435417,-0.541353573261206,-1.26161271549698,-1.32517738303174,-0.357987018946647,0.259655478361714,0.404461616821472,-0.854374353818069,0.15665448738771,1.78219665314585,0.208009169214848,1.78606001443789,1.64217289263808,1.35312258420067,1.28440654060282,-0.706650660193803,-0.459956967631981,-0.0488028082706243,1.02834399484808,-0.536780679282191,0.416747509405033,1.81389750425271,-0.536677084376019,"West Coast Classics","California Love - Original Version"
0.264797243571965,0.708327917754534,0.746920812557455,-0.844451006738226,1.0197579298404,-0.158816838981833,0.658394146968656,1.10687282012473,-1.0180346874591,0.674990209537605,-1.01409577649374,0.338991468175653,-0.0334125112670882,-0.335285271780483,-0.39348495640517,-0.317861974230546,-0.438016599321077,0.692323680325066,0.822973162285496,-0.215642454559424,-0.816409626174962,0.172376519441087,1.32586466683085,-0.0898891089384755,0.490559858102194,-0.685534051648093,1.16041507297238,1.07857614346949,-0.700161274323547,1.40847529809245,-0.551255555624039,-0.311011643266892,-0.128453950798685,-1.32982493971433,1.47202586165561,-0.605607777049711,"West Coast Classics","It Was A Good Day"
0.290966426953039,1.9001140564584,0.287432685466086,-0.145625392279763,-0.783680595886253,-0.142403245345463,-0.874924716896183,1.16233040125219,-0.858449342940519,1.00370079055784,0.982155752037243,-0.989345005866875,-0.225023852291338,-1.01018456388371,-1.36510124177058,-0.425091823103849,0.151735060559874,0.0319125030972103,0.537065904695227,0.852728146648278,0.645910427443099,0.286083541373614,0.742635970073549,0.219495610213833,0.737990329889842,1.66500551530373,0.596304204985963,0.196330888325123,-1.45550971419775,0.738211200318197,-0.0680157787517441,-0.297725260534767,-1.42363035172365,-1.06538818053157,1.03956909982483,-0.0334590132860477,"West Coast Classics","Ambitionz Az A Ridah"
0.290966426953039,0.381313428476033,-0.321970001850852,0.331220321115424,-0.765947453757692,-0.161985948135668,-0.349097095714811,0.406090658604983,-0.620967678519817,0.290024510732036,-1.01409577649374,1.40166064740968,-0.952508236232794,-0.412964247202415,-0.644438892106394,-1.16207217610207,-1.21593788337641,-0.196321424950187,0.469052710533968,1.17325695016224,1.62220939637337,1.9836313406414,1.35506728012092,-0.672350175192698,0.176088563760904,1.90899632602464,-0.304794770702878,-0.341798017423349,-1.27858332081756,0.0865235214784069,-0.761643090324445,1.353725121171,0.356018367417274,2.17529527980803,0.0427285580741201,0.293369090354674,"West Coast Classics","Nuthin' But A ""G"" Thang"
-1.46236885957894,0.432182349030466,-0.21665502329239,1.00538150212241,0.353388303270255,-0.161985948135668,-0.494010219662433,0.0279707872813781,1.95032403640162,0.559381237980721,-1.01409577649374,1.13599335260117,-0.509989204935597,0.167048535338393,0.162069063935296,1.02318717634142,-0.380817009368175,-0.809744011362698,-0.242203392082934,0.244199204001093,0.651350066187721,0.0532058375464478,0.275900479860869,-0.370683871230662,0.201651122367629,-0.404945543497636,0.707513225424098,-0.101977174488594,2.12315636844626,-0.981765311925206,0.487179728681814,1.39010302154649,-0.398645567525207,-0.0625295761726225,0.642445607497499,0.128556769944653,"West Coast Classics","I Got 5 On It"
0.709673361050228,-0.912210551336703,-2.1280656661684,-0.186732781365555,0.876571067932764,-0.16193661766299,-0.563016469161301,0.950583273310974,-0.599572933977412,0.47595224543809,-1.01409577649374,1.40166064740968,-0.263449658175885,0.437578364139809,-0.276965548333679,-0.43600728407656,-1.1004686779171,0.843627084488112,-0.313407295929351,0.464913367260085,1.41876616809706,0.518390061005374,0.528594491966486,-1.06916037940751,-1.69588861748279,-2.16045006470247,-1.73618552729411,-0.543413755088247,-0.2290615001057,-0.36176605677131,-0.403282279688597,-0.958688839284404,-0.292485555899097,-0.788290561636644,-0.84327213806749,0.318628972950369,"West Coast Classics","Regulate"
0.796903972320476,1.05714337298493,1.2420136477024,-0.803343617652435,-0.43964662421818,-0.161985948135668,0.71359914656775,0.965708068163918,-0.342317338994791,0.975573142276834,0.982155752037243,-0.989345005866875,-0.380977841137785,-0.761199752024889,-0.817085377921894,-1.2454152137553,0.262756053598232,-0.00707028824025649,0.188368568156092,0.281313807117757,0.254506534064106,0.908539795639316,1.21989913743984,0.536744464619492,0.987953364062857,0.396524719717422,-0.435577248028871,0.718682998646184,0.579481122008209,-0.812981339858241,-0.512725561116734,-0.460454141164998,-0.0866044036924741,1.50415729743605,0.810610314501684,-0.392221531593552,"West Coast Classics","All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)"
-0.843031519560183,0.6574589972001,0.820753733468547,-1.07465238561866,-0.611470858507341,-0.0591393869168814,-0.945311091385028,-1.90296135561116,-0.753420597005073,1.57292605898048,0.982155752037243,-1.52067959548389,0.0811416290071045,0.850904818894966,-0.857134960992943,0.276544839027433,1.35040989972564,0.348867128377273,-0.746953389333056,-0.832399267420503,-0.159662074259591,1.07426578670899,-0.567260094954956,-0.472833031131849,1.06414863163568,0.304083349317579,-0.12023682276528,-1.00380478061213,0.0319419145988152,-1.37384386382763,1.17955959236673,0.629761497818178,0.740905087532341,-0.671418628301566,1.25844763861436,1.15352149232481,"West Coast Classics","Keep Their Heads Ringin'"
-0.1800788739063,-0.919477539987336,-1.20009453837212,-1.66906523179921,-0.259561609434348,1.44349670809945,-0.376699595514358,0.133844351251987,-0.677242339922266,0.188240875240559,-1.01409577649374,1.13599335260117,-0.127104444094073,-1.05828437515825,0.172162873651882,1.15253634121193,-0.319703190569437,0.982458356140222,-0.0560638968631557,-0.0567655022164509,0.0942338741434582,0.530704956112159,-0.549121512263878,-0.508276617764895,-0.988472359402189,-1.14606970497658,-1.32474586833543,-1.06125114574442,-1.3438658904072,-1.19407084283223,-0.558960644850733,0.195659909700944,0.621177115976733,-0.887152069614338,1.81075446616887,1.00880803365077,"West Coast Classics","You Know How We Do It"
-0.153909690525225,0.432182349030466,-0.0524985798453922,-0.680021450395059,-0.312981323299888,-0.161985948135668,2.33524600979114,0.0783867701245254,-0.653448790688742,1.25041294993267,0.982155752037243,0.338991468175653,-0.775445069743969,0.516986515048074,-0.392277376931381,0.558415541116706,1.8142406704196,1.5264630333935,0.780319526221377,-1.18561304457978,-0.893176849736283,-0.821231920726752,-0.572720718672672,-0.361802108091333,0.440006213754664,1.4762258968972,0.397248293078472,-0.835984571130319,-0.932804034338171,0.538575911615647,-1.39968024381132,1.06263153282953,0.889958073606785,1.18716510750379,0.768813045753562,0.228434420967262,"West Coast Classics","Fuck Wit Dre Day (And Everybody's Celebratin')"
